0;1;2;3;4;5
Data-Analysis;How to Build an Analytics Portfolio that Gets You Your Next Job;2022-03-14;5992;Learn methods to help you craft an analytics portfolio of relevant projects that showcase your skills when applying for jobs.;['Personal Branding', 'Data Analytics']
Data-Analysis;Practical Database Design: Implementing Responsible Data Solutions with SQL Querying;2024-06-25;2047;Learn the fundamental concepts underlying database system design, including applications using databases and the implementation techniques used in database systems.;['SQL', 'Data Management', 'Database Systems', 'Database Design']
Data-Analysis;Design Thinking: Data Intelligence;2018-04-10;112988;Discover data's role in user-centered design thinking. Find out how to collect, analyze, and visualize information to solve customer challenges and build better design experiences.;['Design Thinking', 'Data Intelligence']
Data-Analysis;Hands-On Introduction: SQL;2022-11-09;23875;Get the tools, techniques, and know-how to write SQL queries through hands-on lessons where you’ll code along with the instructor.;['SQL']
Data-Analysis;No-Code Data Analysis and Visualization with ChatGPT;2024-08-14;0;Master no-code data analysis and visualization with ChatGPT. Unlock the power of AI to analyze data, detect patterns, and create stunning visualizations—all in plain English.;['Data Visualization', 'No-Code Development', 'ChatGPT', 'Data Analysis']
Data-Analysis;Creating Interactive Tableau Dashboards;2019-07-29;95957;Discover how to create interactive dashboards that are informative and compelling using Tableau, the data visualization software.;['Tableau']
Data-Analysis;Advanced and Specialized Statistics with Stata;2019-09-19;16009;Take a deeper dive into Stata, the popular statistics software. Explore advanced and specialized topics, from panel data modeling to interaction effects in regression models.;['Stata', 'Statistical Data Analysis']
Data-Analysis;Looker Studio for Marketers;2023-04-07;6328;Learn how to create engaging, interactive dashboards to track your digital marketing efforts, online user engagement, and more using Looker Studio.;['Looker (Software)']
Data-Analysis;The Data Science of Experimental Design;2020-05-04;25252;Learn how to design an A/B test for a web page, run the test, analyze the data, and make decisions based on the results of the test.;['Experimental Design']
Data-Analysis;Finding New Career Paths with SQL;2021-10-25;12453;Learn how to use your existing SQL knowledge to find new career paths.;['Tech Career Skills', 'SQL', 'Career Path Planning']
Data-Analysis;Problem Identification and Solution Design for Data Scientists;2024-09-23;0;Master the art of communicating with nontechnical business leaders in this course on problem identification and solution design for aspiring data science professionals.;['CRISP-DM', 'Data Mining', 'Strategic Communications', 'Collaborative Problem Solving']
Data-Analysis;Nano Tips for Acing Your SQL Interview with Nick Singh;2023-10-05;4562;Get quick, bite-sized tips on how to ace your SQL interview. Each video is less than two minutes long, so you can make learning fit into even your busiest days.;['Interview Preparation', 'SQL']
Data-Analysis;SQL Weekly Tips;2022-08-01;8628;Get great tips on using SQL as a data professional. These quick lessons easily fit within your lunch break!;['SQL']
Data-Analysis;Elasticsearch in Depth;2023-03-27;5380;Learn functions of Elasticsearch that go beyond simple full-text search.;['Elasticsearch']
Data-Analysis;Tableau 10 Essential Training;2016-10-13;166290;Learn everything you need to know to analyze and display data using Tableau Desktop—and make better, more data-driven decisions for your company.;['Tableau']
Data-Analysis;SQL for Exploratory Data Analysis Essential Training;2018-06-07;57677;Learn how to use SQL to understand the characteristics of data sets destined for data science and machine learning.;['SQL', 'Data Analysis']
Data-Analysis;Cleaning Bad Data in R;2018-08-22;51720;Clean up your data in R. Learn how to identify and address data integrity issues such as missing and duplicate data, using R and the tidyverse.;['R (Programming Language)', 'Data Cleaning']
Data-Analysis;Hands-on Start to Wolfram Mathematica;2024-01-10;0;Get started with Mathematica Online, the technical computing tool from Wolfram.;['Mathematica']
Data-Analysis;Wavelet Analysis: Concepts with Wolfram Language;2024-01-04;0;Learn how the Wolfram Language can be used to construct, compute, visualize, and analyze wavelet transforms and related functions.;['Wolfram Language', 'Data Analysis', 'Wavelets']
Data-Analysis;InfluxDB for Time Series Data: Ingest, Analyze, and Visualize Data;2022-05-12;3435;Learn the fundamentals of InfluxDB, the most-used time series database of programmers and data analysts.;['InfluxDB', 'Data Analysis']
Data-Analysis;Preparing to Get a Job in Data Analytics;2023-02-16;36985;This course offers a friendly guide to landing a job in the in-demand field of data analytics, including how to upskill, maximize LinkedIn, and build a tailored portfolio.;['Interview Preparation', 'Tech Career Skills', 'Analytics']
Data-Analysis;Data Analysis: Investigate with SQL;2023-04-25;7578;Discover the top five skills to know in Microsoft SQL Server to manage data-driven insights more efficiently for your business.;['SQL']
Data-Analysis;Everybody's Introduction to Tableau;2024-06-06;3047;Learn how to get started with Tableau, the popular analytics and data visualization platform that optimizes business intelligence and decision making.;['Data Visualization', 'Data Analysis', 'Tableau']
Data-Analysis;Tableau: Mastering Calculations;2024-01-18;2969;Mastered the basics of Tableau? Take a deep dive into its calculation functions to unlock the full capabilities of this data visualization tool.;['Tableau']
Data-Analysis;Becoming a Data Entrepreneur;2022-05-03;4222;Learn about how to advance your career and become a data entrepreneur in this audio-only course adapted from the Free the Data Podcast.;['Data Analysis', 'Entrepreneurship']
Data-Analysis;Python Data Analytics: From Notebooks to Production;2024-08-26;0;Learn how to convert your research notebook to production ready code.;['Data Science', 'Data Analytics', 'Python (Programming Language)']
